GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AKGVE001,NAME_M,AKGVM001
"G1302730","2014-2018",,,"Georgia","13","Terrell County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Georgia",0.4633,"Terrell County, Georgia",0.0237
"G1302750","2014-2018",,,"Georgia","13","Thomas County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Georgia",0.5078,"Thomas County, Georgia",0.0239
"G1302770","2014-2018",,,"Georgia","13","Tift County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tift County, Georgia",0.4615,"Tift County, Georgia",0.0186
"G1302790","2014-2018",,,"Georgia","13","Toombs County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,"Toombs County, Georgia",0.5548,"Toombs County, Georgia",0.0857
"G1302810","2014-2018",,,"Georgia","13","Towns County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,"Towns County, Georgia",0.4485,"Towns County, Georgia",0.0323
"G1302830","2014-2018",,,"Georgia","13","Treutlen County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,"Treutlen County, Georgia",0.5227,"Treutlen County, Georgia",0.0672
"G1302850","2014-2018",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,"Troup County, Georgia",0.4681,"Troup County, Georgia",0.0163
"G1302870","2014-2018",,,"Georgia","13","Turner County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, Georgia",0.4823,"Turner County, Georgia",0.0390
"G1302890","2014-2018",,,"Georgia","13","Twiggs County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,"Twiggs County, Georgia",0.4918,"Twiggs County, Georgia",0.0303
"G1302910","2014-2018",,,"Georgia","13","Union County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Georgia",0.4698,"Union County, Georgia",0.0344
"G1302930","2014-2018",,,"Georgia","13","Upson County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,"Upson County, Georgia",0.4835,"Upson County, Georgia",0.0272
"G1302950","2014-2018",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Georgia",0.4598,"Walker County, Georgia",0.0180
"G1302970","2014-2018",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walton County, Georgia",0.4277,"Walton County, Georgia",0.0130
"G1302990","2014-2018",,,"Georgia","13","Ware County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ware County, Georgia",0.4574,"Ware County, Georgia",0.0235
"G1303010","2014-2018",,,"Georgia","13","Warren County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Georgia",0.5242,"Warren County, Georgia",0.0663
"G1303030","2014-2018",,,"Georgia","13","Washington County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Georgia",0.4620,"Washington County, Georgia",0.0250
"G1303050","2014-2018",,,"Georgia","13","Wayne County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Georgia",0.4679,"Wayne County, Georgia",0.0279
"G1303070","2014-2018",,,"Georgia","13","Webster County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Georgia",0.4813,"Webster County, Georgia",0.0542
"G1303090","2014-2018",,,"Georgia","13","Wheeler County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Georgia",0.4435,"Wheeler County, Georgia",0.0315
"G1303110","2014-2018",,,"Georgia","13","White County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Georgia",0.4260,"White County, Georgia",0.0302
"G1303130","2014-2018",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitfield County, Georgia",0.4651,"Whitfield County, Georgia",0.0192
"G1303150","2014-2018",,,"Georgia","13","Wilcox County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County, Georgia",0.4481,"Wilcox County, Georgia",0.0363
"G1303170","2014-2018",,,"Georgia","13","Wilkes County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, Georgia",0.5070,"Wilkes County, Georgia",0.0772
"G1303190","2014-2018",,,"Georgia","13","Wilkinson County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Georgia",0.4885,"Wilkinson County, Georgia",0.0310
"G1303210","2014-2018",,,"Georgia","13","Worth County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Georgia",0.4406,"Worth County, Georgia",0.0375
"G1500010","2014-2018",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawaii County, Hawaii",0.4742,"Hawaii County, Hawaii",0.0139
"G1500030","2014-2018",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Honolulu County, Hawaii",0.4318,"Honolulu County, Hawaii",0.0035
"G1500050","2014-2018",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kalawao County, Hawaii",0.3589,"Kalawao County, Hawaii",0.0755
"G1500070","2014-2018",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kauai County, Hawaii",0.4206,"Kauai County, Hawaii",0.0133
"G1500090","2014-2018",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Maui County, Hawaii",0.4430,"Maui County, Hawaii",0.0117
"G1600010","2014-2018",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ada County, Idaho",0.4659,"Ada County, Idaho",0.0086
"G1600030","2014-2018",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Idaho",0.4228,"Adams County, Idaho",0.0305
"G1600050","2014-2018",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bannock County, Idaho",0.4473,"Bannock County, Idaho",0.0199
"G1600070","2014-2018",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bear Lake County, Idaho",0.3919,"Bear Lake County, Idaho",0.0212
"G1600090","2014-2018",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benewah County, Idaho",0.4253,"Benewah County, Idaho",0.0286
"G1600110","2014-2018",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bingham County, Idaho",0.3951,"Bingham County, Idaho",0.0150
"G1600130","2014-2018",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Idaho",0.4853,"Blaine County, Idaho",0.0331
"G1600150","2014-2018",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise County, Idaho",0.4139,"Boise County, Idaho",0.0281
"G1600170","2014-2018",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonner County, Idaho",0.4564,"Bonner County, Idaho",0.0221
"G1600190","2014-2018",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonneville County, Idaho",0.4539,"Bonneville County, Idaho",0.0171
"G1600210","2014-2018",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boundary County, Idaho",0.4811,"Boundary County, Idaho",0.0477
"G1600230","2014-2018",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, Idaho",0.4672,"Butte County, Idaho",0.0364
"G1600250","2014-2018",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camas County, Idaho",0.5543,"Camas County, Idaho",0.0482
"G1600270","2014-2018",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Canyon County, Idaho",0.4100,"Canyon County, Idaho",0.0105
"G1600290","2014-2018",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou County, Idaho",0.4100,"Caribou County, Idaho",0.0301
"G1600310","2014-2018",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassia County, Idaho",0.4133,"Cassia County, Idaho",0.0211
"G1600330","2014-2018",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Idaho",0.3549,"Clark County, Idaho",0.0354
"G1600350","2014-2018",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Idaho",0.4285,"Clearwater County, Idaho",0.0234
"G1600370","2014-2018",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Idaho",0.4582,"Custer County, Idaho",0.0515
"G1600390","2014-2018",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Idaho",0.4138,"Elmore County, Idaho",0.0300
"G1600410","2014-2018",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Idaho",0.3703,"Franklin County, Idaho",0.0215
"G1600430","2014-2018",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Idaho",0.3859,"Fremont County, Idaho",0.0353
"G1600450","2014-2018",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gem County, Idaho",0.4184,"Gem County, Idaho",0.0320
"G1600470","2014-2018",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gooding County, Idaho",0.4027,"Gooding County, Idaho",0.0275
"G1600490","2014-2018",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho County, Idaho",0.4223,"Idaho County, Idaho",0.0210
"G1600510","2014-2018",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Idaho",0.3723,"Jefferson County, Idaho",0.0196
"G1600530","2014-2018",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome County, Idaho",0.4154,"Jerome County, Idaho",0.0226
"G1600550","2014-2018",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kootenai County, Idaho",0.4420,"Kootenai County, Idaho",0.0131
"G1600570","2014-2018",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Latah County, Idaho",0.4688,"Latah County, Idaho",0.0149
"G1600590","2014-2018",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lemhi County, Idaho",0.4017,"Lemhi County, Idaho",0.0237
"G1600610","2014-2018",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Idaho",0.4586,"Lewis County, Idaho",0.0307
"G1600630","2014-2018",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Idaho",0.3950,"Lincoln County, Idaho",0.0262
"G1600650","2014-2018",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Idaho",0.4899,"Madison County, Idaho",0.0251
"G1600670","2014-2018",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Minidoka County, Idaho",0.4496,"Minidoka County, Idaho",0.0405
"G1600690","2014-2018",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nez Perce County, Idaho",0.4138,"Nez Perce County, Idaho",0.0142
"G1600710","2014-2018",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Idaho",0.3647,"Oneida County, Idaho",0.0406
"G1600730","2014-2018",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Owyhee County, Idaho",0.4761,"Owyhee County, Idaho",0.0404
"G1600750","2014-2018",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Payette County, Idaho",0.4321,"Payette County, Idaho",0.0257
"G1600770","2014-2018",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Power County, Idaho",0.3881,"Power County, Idaho",0.0452
"G1600790","2014-2018",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shoshone County, Idaho",0.4508,"Shoshone County, Idaho",0.0501
"G1600810","2014-2018",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Idaho",0.4239,"Teton County, Idaho",0.0469
"G1600830","2014-2018",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",0.4312,"Twin Falls County, Idaho",0.0226
"G1600850","2014-2018",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Idaho",0.4714,"Valley County, Idaho",0.0625
"G1600870","2014-2018",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Idaho",0.4448,"Washington County, Idaho",0.0288
"G1700010","2014-2018",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Illinois",0.4548,"Adams County, Illinois",0.0153
"G1700030","2014-2018",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, Illinois",0.4596,"Alexander County, Illinois",0.0336
"G1700050","2014-2018",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond County, Illinois",0.4132,"Bond County, Illinois",0.0320
"G1700070","2014-2018",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Illinois",0.4381,"Boone County, Illinois",0.0258
"G1700090","2014-2018",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Illinois",0.3869,"Brown County, Illinois",0.0277
"G1700110","2014-2018",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bureau County, Illinois",0.4153,"Bureau County, Illinois",0.0126
"G1700130","2014-2018",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Illinois",0.4284,"Calhoun County, Illinois",0.0302
"G1700150","2014-2018",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Illinois",0.4172,"Carroll County, Illinois",0.0191
"G1700170","2014-2018",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Illinois",0.4215,"Cass County, Illinois",0.0266
"G1700190","2014-2018",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Illinois",0.5097,"Champaign County, Illinois",0.0087
"G1700210","2014-2018",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Illinois",0.4208,"Christian County, Illinois",0.0147
"G1700230","2014-2018",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Illinois",0.4275,"Clark County, Illinois",0.0245
"G1700250","2014-2018",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Illinois",0.4237,"Clay County, Illinois",0.0268
"G1700270","2014-2018",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Illinois",0.4191,"Clinton County, Illinois",0.0207
"G1700290","2014-2018",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coles County, Illinois",0.4984,"Coles County, Illinois",0.0289
"G1700310","2014-2018",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois",0.5069,"Cook County, Illinois",0.0021
"G1700330","2014-2018",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Illinois",0.4577,"Crawford County, Illinois",0.0230
"G1700350","2014-2018",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Illinois",0.3961,"Cumberland County, Illinois",0.0210
"G1700370","2014-2018",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Illinois",0.4353,"DeKalb County, Illinois",0.0103
"G1700390","2014-2018",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",0.4021,"De Witt County, Illinois",0.0226
"G1700410","2014-2018",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Illinois",0.4355,"Douglas County, Illinois",0.0305
"G1700430","2014-2018",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"DuPage County, Illinois",0.4530,"DuPage County, Illinois",0.0033
"G1700450","2014-2018",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar County, Illinois",0.4300,"Edgar County, Illinois",0.0303
"G1700470","2014-2018",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Illinois",0.4141,"Edwards County, Illinois",0.0257
"G1700490","2014-2018",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Illinois",0.4478,"Effingham County, Illinois",0.0242
"G1700510","2014-2018",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Illinois",0.4366,"Fayette County, Illinois",0.0201
"G1700530","2014-2018",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Illinois",0.4179,"Ford County, Illinois",0.0180
"G1700550","2014-2018",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Illinois",0.4535,"Franklin County, Illinois",0.0183
"G1700570","2014-2018",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Illinois",0.4330,"Fulton County, Illinois",0.0159
"G1700590","2014-2018",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Illinois",0.4548,"Gallatin County, Illinois",0.0349
"G1700610","2014-2018",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Illinois",0.4345,"Greene County, Illinois",0.0326
"G1700630","2014-2018",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Illinois",0.3925,"Grundy County, Illinois",0.0124
"G1700650","2014-2018",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Illinois",0.4150,"Hamilton County, Illinois",0.0335
"G1700670","2014-2018",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Illinois",0.4120,"Hancock County, Illinois",0.0173
"G1700690","2014-2018",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Illinois",0.5009,"Hardin County, Illinois",0.0872
"G1700710","2014-2018",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Illinois",0.4066,"Henderson County, Illinois",0.0517
"G1700730","2014-2018",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Illinois",0.4212,"Henry County, Illinois",0.0122
"G1700750","2014-2018",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois County, Illinois",0.4197,"Iroquois County, Illinois",0.0143
"G1700770","2014-2018",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Illinois",0.5355,"Jackson County, Illinois",0.0191
"G1700790","2014-2018",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Illinois",0.4112,"Jasper County, Illinois",0.0250
"G1700810","2014-2018",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Illinois",0.4579,"Jefferson County, Illinois",0.0167
"G1700830","2014-2018",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey County, Illinois",0.4090,"Jersey County, Illinois",0.0152
"G1700850","2014-2018",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jo Daviess County, Illinois",0.4355,"Jo Daviess County, Illinois",0.0344
"G1700870","2014-2018",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Illinois",0.4437,"Johnson County, Illinois",0.0447
"G1700890","2014-2018",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Illinois",0.4425,"Kane County, Illinois",0.0065
"G1700910","2014-2018",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee County, Illinois",0.4326,"Kankakee County, Illinois",0.0086
"G1700930","2014-2018",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",0.3577,"Kendall County, Illinois",0.0145
"G1700950","2014-2018",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Illinois",0.4519,"Knox County, Illinois",0.0151
"G1700970","2014-2018",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Illinois",0.4870,"Lake County, Illinois",0.0043
"G1700990","2014-2018",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle County, Illinois",0.4307,"LaSalle County, Illinois",0.0098
"G1701010","2014-2018",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Illinois",0.4030,"Lawrence County, Illinois",0.0150
"G1701030","2014-2018",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Illinois",0.4344,"Lee County, Illinois",0.0173
"G1701050","2014-2018",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Illinois",0.4291,"Livingston County, Illinois",0.0163
"G1701070","2014-2018",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Illinois",0.4073,"Logan County, Illinois",0.0161
"G1701090","2014-2018",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonough County, Illinois",0.4652,"McDonough County, Illinois",0.0156
"G1701110","2014-2018",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, Illinois",0.4062,"McHenry County, Illinois",0.0072
"G1701130","2014-2018",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Illinois",0.4645,"McLean County, Illinois",0.0098
"G1701150","2014-2018",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Illinois",0.4646,"Macon County, Illinois",0.0111
"G1701170","2014-2018",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macoupin County, Illinois",0.4213,"Macoupin County, Illinois",0.0127
"G1701190","2014-2018",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Illinois",0.4396,"Madison County, Illinois",0.0075
"G1701210","2014-2018",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Illinois",0.4296,"Marion County, Illinois",0.0142
"G1701230","2014-2018",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Illinois",0.4158,"Marshall County, Illinois",0.0197
"G1701250","2014-2018",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Illinois",0.4354,"Mason County, Illinois",0.0212
"G1701270","2014-2018",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Massac County, Illinois",0.4359,"Massac County, Illinois",0.0280
"G1701290","2014-2018",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Illinois",0.4011,"Menard County, Illinois",0.0250
"G1701310","2014-2018",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Illinois",0.3958,"Mercer County, Illinois",0.0245
"G1701330","2014-2018",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Illinois",0.4289,"Monroe County, Illinois",0.0208
"G1701350","2014-2018",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Illinois",0.4325,"Montgomery County, Illinois",0.0179
