GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AKGVE001,NAME_M,AKGVM001
"G2701630","2014-2018",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Minnesota",0.4176,"Washington County, Minnesota",0.0076
"G2701650","2014-2018",,,"Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Watonwan County, Minnesota",0.4328,"Watonwan County, Minnesota",0.0214
"G2701670","2014-2018",,,"Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkin County, Minnesota",0.4498,"Wilkin County, Minnesota",0.0512
"G2701690","2014-2018",,,"Minnesota","27","Winona County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winona County, Minnesota",0.4415,"Winona County, Minnesota",0.0182
"G2701710","2014-2018",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Minnesota",0.3863,"Wright County, Minnesota",0.0128
"G2701730","2014-2018",,,"Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellow Medicine County, Minnesota",0.4162,"Yellow Medicine County, Minnesota",0.0151
"G2800010","2014-2018",,,"Mississippi","28","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Mississippi",0.5368,"Adams County, Mississippi",0.0241
"G2800030","2014-2018",,,"Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alcorn County, Mississippi",0.4411,"Alcorn County, Mississippi",0.0240
"G2800050","2014-2018",,,"Mississippi","28","Amite County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Amite County, Mississippi",0.4923,"Amite County, Mississippi",0.0327
"G2800070","2014-2018",,,"Mississippi","28","Attala County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Attala County, Mississippi",0.5054,"Attala County, Mississippi",0.0406
"G2800090","2014-2018",,,"Mississippi","28","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Mississippi",0.4742,"Benton County, Mississippi",0.0498
"G2800110","2014-2018",,,"Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolivar County, Mississippi",0.5149,"Bolivar County, Mississippi",0.0254
"G2800130","2014-2018",,,"Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Mississippi",0.4339,"Calhoun County, Mississippi",0.0191
"G2800150","2014-2018",,,"Mississippi","28","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Mississippi",0.4489,"Carroll County, Mississippi",0.0319
"G2800170","2014-2018",,,"Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Mississippi",0.4621,"Chickasaw County, Mississippi",0.0218
"G2800190","2014-2018",,,"Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Mississippi",0.4432,"Choctaw County, Mississippi",0.0249
"G2800210","2014-2018",,,"Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne County, Mississippi",0.4934,"Claiborne County, Mississippi",0.0291
"G2800230","2014-2018",,,"Mississippi","28","Clarke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Mississippi",0.4762,"Clarke County, Mississippi",0.0296
"G2800250","2014-2018",,,"Mississippi","28","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Mississippi",0.4919,"Clay County, Mississippi",0.0362
"G2800270","2014-2018",,,"Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coahoma County, Mississippi",0.5193,"Coahoma County, Mississippi",0.0256
"G2800290","2014-2018",,,"Mississippi","28","Copiah County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Copiah County, Mississippi",0.4556,"Copiah County, Mississippi",0.0250
"G2800310","2014-2018",,,"Mississippi","28","Covington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington County, Mississippi",0.4355,"Covington County, Mississippi",0.0287
"G2800330","2014-2018",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeSoto County, Mississippi",0.4052,"DeSoto County, Mississippi",0.0120
"G2800350","2014-2018",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Forrest County, Mississippi",0.4891,"Forrest County, Mississippi",0.0250
"G2800370","2014-2018",,,"Mississippi","28","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Mississippi",0.4643,"Franklin County, Mississippi",0.0280
"G2800390","2014-2018",,,"Mississippi","28","George County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"George County, Mississippi",0.4442,"George County, Mississippi",0.0395
"G2800410","2014-2018",,,"Mississippi","28","Greene County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Mississippi",0.4116,"Greene County, Mississippi",0.0350
"G2800430","2014-2018",,,"Mississippi","28","Grenada County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grenada County, Mississippi",0.4787,"Grenada County, Mississippi",0.0280
"G2800450","2014-2018",,,"Mississippi","28","Hancock County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Mississippi",0.4495,"Hancock County, Mississippi",0.0261
"G2800470","2014-2018",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Mississippi",0.4581,"Harrison County, Mississippi",0.0102
"G2800490","2014-2018",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinds County, Mississippi",0.4732,"Hinds County, Mississippi",0.0105
"G2800510","2014-2018",,,"Mississippi","28","Holmes County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Mississippi",0.5592,"Holmes County, Mississippi",0.0307
"G2800530","2014-2018",,,"Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humphreys County, Mississippi",0.5034,"Humphreys County, Mississippi",0.0298
"G2800550","2014-2018",,,"Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Issaquena County, Mississippi",0.5841,"Issaquena County, Mississippi",0.1425
"G2800570","2014-2018",,,"Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Itawamba County, Mississippi",0.4299,"Itawamba County, Mississippi",0.0246
"G2800590","2014-2018",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Mississippi",0.4437,"Jackson County, Mississippi",0.0122
"G2800610","2014-2018",,,"Mississippi","28","Jasper County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Mississippi",0.4846,"Jasper County, Mississippi",0.0298
"G2800630","2014-2018",,,"Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Mississippi",0.4982,"Jefferson County, Mississippi",0.0484
"G2800650","2014-2018",,,"Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis County, Mississippi",0.5017,"Jefferson Davis County, Mississippi",0.0282
"G2800670","2014-2018",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Mississippi",0.4783,"Jones County, Mississippi",0.0200
"G2800690","2014-2018",,,"Mississippi","28","Kemper County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kemper County, Mississippi",0.4562,"Kemper County, Mississippi",0.0347
"G2800710","2014-2018",,,"Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Mississippi",0.5105,"Lafayette County, Mississippi",0.0213
"G2800730","2014-2018",,,"Mississippi","28","Lamar County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Mississippi",0.4588,"Lamar County, Mississippi",0.0249
"G2800750","2014-2018",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Mississippi",0.4918,"Lauderdale County, Mississippi",0.0194
"G2800770","2014-2018",,,"Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Mississippi",0.4495,"Lawrence County, Mississippi",0.0253
"G2800790","2014-2018",,,"Mississippi","28","Leake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Leake County, Mississippi",0.4705,"Leake County, Mississippi",0.0205
"G2800810","2014-2018",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Mississippi",0.4701,"Lee County, Mississippi",0.0176
"G2800830","2014-2018",,,"Mississippi","28","Leflore County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Leflore County, Mississippi",0.5765,"Leflore County, Mississippi",0.0362
"G2800850","2014-2018",,,"Mississippi","28","Lincoln County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Mississippi",0.4756,"Lincoln County, Mississippi",0.0220
"G2800870","2014-2018",,,"Mississippi","28","Lowndes County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Mississippi",0.4665,"Lowndes County, Mississippi",0.0173
"G2800890","2014-2018",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Mississippi",0.4830,"Madison County, Mississippi",0.0154
"G2800910","2014-2018",,,"Mississippi","28","Marion County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Mississippi",0.4942,"Marion County, Mississippi",0.0208
"G2800930","2014-2018",,,"Mississippi","28","Marshall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Mississippi",0.4503,"Marshall County, Mississippi",0.0283
"G2800950","2014-2018",,,"Mississippi","28","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Mississippi",0.4685,"Monroe County, Mississippi",0.0200
"G2800970","2014-2018",,,"Mississippi","28","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Mississippi",0.5035,"Montgomery County, Mississippi",0.0600
"G2800990","2014-2018",,,"Mississippi","28","Neshoba County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Neshoba County, Mississippi",0.4700,"Neshoba County, Mississippi",0.0199
"G2801010","2014-2018",,,"Mississippi","28","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Mississippi",0.5074,"Newton County, Mississippi",0.0626
"G2801030","2014-2018",,,"Mississippi","28","Noxubee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Noxubee County, Mississippi",0.4659,"Noxubee County, Mississippi",0.0351
"G2801050","2014-2018",,,"Mississippi","28","Oktibbeha County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oktibbeha County, Mississippi",0.5347,"Oktibbeha County, Mississippi",0.0188
"G2801070","2014-2018",,,"Mississippi","28","Panola County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Panola County, Mississippi",0.4598,"Panola County, Mississippi",0.0239
"G2801090","2014-2018",,,"Mississippi","28","Pearl River County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearl River County, Mississippi",0.4342,"Pearl River County, Mississippi",0.0163
"G2801110","2014-2018",,,"Mississippi","28","Perry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Mississippi",0.4818,"Perry County, Mississippi",0.0517
"G2801130","2014-2018",,,"Mississippi","28","Pike County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Mississippi",0.5263,"Pike County, Mississippi",0.0281
"G2801150","2014-2018",,,"Mississippi","28","Pontotoc County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pontotoc County, Mississippi",0.4451,"Pontotoc County, Mississippi",0.0300
"G2801170","2014-2018",,,"Mississippi","28","Prentiss County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prentiss County, Mississippi",0.4742,"Prentiss County, Mississippi",0.0320
"G2801190","2014-2018",,,"Mississippi","28","Quitman County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Quitman County, Mississippi",0.4690,"Quitman County, Mississippi",0.0212
"G2801210","2014-2018",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rankin County, Mississippi",0.4076,"Rankin County, Mississippi",0.0109
"G2801230","2014-2018",,,"Mississippi","28","Scott County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Mississippi",0.5323,"Scott County, Mississippi",0.0458
"G2801250","2014-2018",,,"Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharkey County, Mississippi",0.4779,"Sharkey County, Mississippi",0.0363
"G2801270","2014-2018",,,"Mississippi","28","Simpson County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Mississippi",0.4682,"Simpson County, Mississippi",0.0191
"G2801290","2014-2018",,,"Mississippi","28","Smith County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Mississippi",0.4772,"Smith County, Mississippi",0.0417
"G2801310","2014-2018",,,"Mississippi","28","Stone County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Mississippi",0.4449,"Stone County, Mississippi",0.0484
"G2801330","2014-2018",,,"Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunflower County, Mississippi",0.5042,"Sunflower County, Mississippi",0.0206
"G2801350","2014-2018",,,"Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallahatchie County, Mississippi",0.5138,"Tallahatchie County, Mississippi",0.0396
"G2801370","2014-2018",,,"Mississippi","28","Tate County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tate County, Mississippi",0.4373,"Tate County, Mississippi",0.0291
"G2801390","2014-2018",,,"Mississippi","28","Tippah County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippah County, Mississippi",0.4444,"Tippah County, Mississippi",0.0264
"G2801410","2014-2018",,,"Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tishomingo County, Mississippi",0.4352,"Tishomingo County, Mississippi",0.0247
"G2801430","2014-2018",,,"Mississippi","28","Tunica County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tunica County, Mississippi",0.4960,"Tunica County, Mississippi",0.0957
"G2801450","2014-2018",,,"Mississippi","28","Union County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Mississippi",0.4214,"Union County, Mississippi",0.0181
"G2801470","2014-2018",,,"Mississippi","28","Walthall County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walthall County, Mississippi",0.5575,"Walthall County, Mississippi",0.0650
"G2801490","2014-2018",,,"Mississippi","28","Warren County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Mississippi",0.4663,"Warren County, Mississippi",0.0185
"G2801510","2014-2018",,,"Mississippi","28","Washington County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Mississippi",0.5328,"Washington County, Mississippi",0.0241
"G2801530","2014-2018",,,"Mississippi","28","Wayne County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Mississippi",0.4919,"Wayne County, Mississippi",0.0356
"G2801550","2014-2018",,,"Mississippi","28","Webster County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Mississippi",0.4588,"Webster County, Mississippi",0.0306
"G2801570","2014-2018",,,"Mississippi","28","Wilkinson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Mississippi",0.4697,"Wilkinson County, Mississippi",0.0454
"G2801590","2014-2018",,,"Mississippi","28","Winston County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Mississippi",0.5283,"Winston County, Mississippi",0.0574
"G2801610","2014-2018",,,"Mississippi","28","Yalobusha County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yalobusha County, Mississippi",0.4005,"Yalobusha County, Mississippi",0.0283
"G2801630","2014-2018",,,"Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yazoo County, Mississippi",0.5377,"Yazoo County, Mississippi",0.0510
"G2900010","2014-2018",,,"Missouri","29","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Missouri",0.5131,"Adair County, Missouri",0.0349
"G2900030","2014-2018",,,"Missouri","29","Andrew County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew County, Missouri",0.4149,"Andrew County, Missouri",0.0186
"G2900050","2014-2018",,,"Missouri","29","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Atchison County, Missouri",0.4172,"Atchison County, Missouri",0.0190
"G2900070","2014-2018",,,"Missouri","29","Audrain County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Audrain County, Missouri",0.4391,"Audrain County, Missouri",0.0334
"G2900090","2014-2018",,,"Missouri","29","Barry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barry County, Missouri",0.4506,"Barry County, Missouri",0.0293
"G2900110","2014-2018",,,"Missouri","29","Barton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barton County, Missouri",0.4774,"Barton County, Missouri",0.0257
"G2900130","2014-2018",,,"Missouri","29","Bates County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bates County, Missouri",0.4537,"Bates County, Missouri",0.0590
"G2900150","2014-2018",,,"Missouri","29","Benton County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Missouri",0.4870,"Benton County, Missouri",0.0582
"G2900170","2014-2018",,,"Missouri","29","Bollinger County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bollinger County, Missouri",0.4113,"Bollinger County, Missouri",0.0247
"G2900190","2014-2018",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Missouri",0.4673,"Boone County, Missouri",0.0105
"G2900210","2014-2018",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Missouri",0.4405,"Buchanan County, Missouri",0.0133
"G2900230","2014-2018",,,"Missouri","29","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Missouri",0.4802,"Butler County, Missouri",0.0210
"G2900250","2014-2018",,,"Missouri","29","Caldwell County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Missouri",0.4107,"Caldwell County, Missouri",0.0270
"G2900270","2014-2018",,,"Missouri","29","Callaway County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Callaway County, Missouri",0.3938,"Callaway County, Missouri",0.0147
"G2900290","2014-2018",,,"Missouri","29","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, Missouri",0.4569,"Camden County, Missouri",0.0167
"G2900310","2014-2018",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape Girardeau County, Missouri",0.4552,"Cape Girardeau County, Missouri",0.0222
"G2900330","2014-2018",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Missouri",0.4603,"Carroll County, Missouri",0.0215
"G2900350","2014-2018",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Missouri",0.4526,"Carter County, Missouri",0.0346
"G2900370","2014-2018",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Missouri",0.3982,"Cass County, Missouri",0.0101
"G2900390","2014-2018",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Missouri",0.4534,"Cedar County, Missouri",0.0426
"G2900410","2014-2018",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chariton County, Missouri",0.4478,"Chariton County, Missouri",0.0288
"G2900430","2014-2018",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Missouri",0.4090,"Christian County, Missouri",0.0158
"G2900450","2014-2018",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Missouri",0.4590,"Clark County, Missouri",0.0439
"G2900470","2014-2018",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Missouri",0.4116,"Clay County, Missouri",0.0105
"G2900490","2014-2018",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Missouri",0.3921,"Clinton County, Missouri",0.0183
"G2900510","2014-2018",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cole County, Missouri",0.4265,"Cole County, Missouri",0.0165
"G2900530","2014-2018",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooper County, Missouri",0.4074,"Cooper County, Missouri",0.0137
"G2900550","2014-2018",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Missouri",0.4420,"Crawford County, Missouri",0.0222
"G2900570","2014-2018",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dade County, Missouri",0.4078,"Dade County, Missouri",0.0192
"G2900590","2014-2018",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Missouri",0.4668,"Dallas County, Missouri",0.0542
"G2900610","2014-2018",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Missouri",0.4196,"Daviess County, Missouri",0.0220
"G2900630","2014-2018",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Missouri",0.4162,"DeKalb County, Missouri",0.0212
"G2900650","2014-2018",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dent County, Missouri",0.4669,"Dent County, Missouri",0.0390
"G2900670","2014-2018",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Missouri",0.4583,"Douglas County, Missouri",0.0298
"G2900690","2014-2018",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunklin County, Missouri",0.4807,"Dunklin County, Missouri",0.0214
"G2900710","2014-2018",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Missouri",0.4284,"Franklin County, Missouri",0.0140
"G2900730","2014-2018",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gasconade County, Missouri",0.4251,"Gasconade County, Missouri",0.0340
"G2900750","2014-2018",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gentry County, Missouri",0.4144,"Gentry County, Missouri",0.0229
"G2900770","2014-2018",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Missouri",0.4659,"Greene County, Missouri",0.0079
"G2900790","2014-2018",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Missouri",0.4361,"Grundy County, Missouri",0.0391
"G2900810","2014-2018",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Missouri",0.4018,"Harrison County, Missouri",0.0163
"G2900830","2014-2018",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Missouri",0.4544,"Henry County, Missouri",0.0270
"G2900850","2014-2018",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickory County, Missouri",0.4117,"Hickory County, Missouri",0.0189
"G2900870","2014-2018",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Missouri",0.4053,"Holt County, Missouri",0.0216
"G2900890","2014-2018",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Missouri",0.4010,"Howard County, Missouri",0.0175
"G2900910","2014-2018",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howell County, Missouri",0.4693,"Howell County, Missouri",0.0192
"G2900930","2014-2018",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Missouri",0.4317,"Iron County, Missouri",0.0242
"G2900950","2014-2018",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Missouri",0.4657,"Jackson County, Missouri",0.0053
"G2900970","2014-2018",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Missouri",0.4403,"Jasper County, Missouri",0.0133
"G2900990","2014-2018",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Missouri",0.3890,"Jefferson County, Missouri",0.0088
"G2901010","2014-2018",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Missouri",0.3886,"Johnson County, Missouri",0.0164
"G2901030","2014-2018",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Missouri",0.4607,"Knox County, Missouri",0.0635
"G2901050","2014-2018",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Laclede County, Missouri",0.4087,"Laclede County, Missouri",0.0211
"G2901070","2014-2018",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Missouri",0.4273,"Lafayette County, Missouri",0.0186
"G2901090","2014-2018",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Missouri",0.4314,"Lawrence County, Missouri",0.0165
"G2901110","2014-2018",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Missouri",0.4233,"Lewis County, Missouri",0.0249
"G2901130","2014-2018",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Missouri",0.4031,"Lincoln County, Missouri",0.0144
"G2901150","2014-2018",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Missouri",0.4190,"Linn County, Missouri",0.0309
"G2901170","2014-2018",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Missouri",0.4268,"Livingston County, Missouri",0.0211
"G2901190","2014-2018",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonald County, Missouri",0.4321,"McDonald County, Missouri",0.0207
"G2901210","2014-2018",,,"Missouri","29","Macon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Missouri",0.3952,"Macon County, Missouri",0.0159
